"","university_name","lon","lat"
"1","University of Texas MD Anderson Cancer Center",-95.3969227,29.7071429
"2","University of Nottingham",-1.1951582,52.938636
"3","Mines ParisTech",2.339632,48.845585
"4","University of British Columbia",-123.2459939,49.2606052
"5","University of Pittsburgh - Pittsburgh Campus",-79.960835,40.4443533
